sample,control_substep,physics_tick,robot_0.lift,robot_0.arm,robot_0.yaw,robot_0.pitch,robot_0.roll,robot_0.grip_pos,robot_0.base_fwd,robot_0.base_strafe,robot_0.base_turn,robot_1.lift,robot_1.arm,robot_1.yaw,robot_1.pitch,robot_1.roll,robot_1.grip_pos,robot_1.base_fwd,robot_1.base_strafe,robot_1.base_turn
632,0,7584,1.0208783,0.0009782858,0.08390491,-8.326673e-17,-0.008533806,0.103,0.0,0.0,0.0060444027,0.987749,0.19900946,0.0051598805,0.018618533,-0.0050324956,0.103,-0.32322654,0.0022133738,0.0068106246
632,1,7588,1.0208783,0.0009782858,0.08390491,-8.326673e-17,-0.008533806,0.103,0.0,0.0,0.0057113855,0.987749,0.19900946,0.0051598805,0.018618533,-0.0050324956,0.103,-0.2820742,0.006230894,0.0072182156
632,2,7592,1.0208783,0.0009782858,0.08390491,-8.326673e-17,-0.008533806,0.103,0.0,0.0,0.005576685,0.987749,0.19900946,0.0051598805,0.018618533,-0.0050324956,0.103,-0.24003482,0.0063962,0.007963902
633,0,7596,1.0208783,0.0009782858,0.08390491,-8.326673e-17,-0.008533806,0.103,0.0,0.0,0.005626588,0.987749,0.19900946,0.0051598805,0.018618533,-0.0050324956,0.103,-0.2043775,0.0043705422,0.009025845
633,1,7600,1.0208783,0.0009782858,0.08390491,-8.326673e-17,-0.008533806,0.103,0.0,0.0,0.0054520476,0.987749,0.19900946,0.0051598805,0.018618533,-0.0050324956,0.103,-0.16664334,0.00504886,0.009671002
633,2,7604,1.0208783,0.0009782858,0.08390491,-8.326673e-17,-0.008533806,0.103,0.0,0.0,0.0054095783,0.987749,0.19900946,0.0051598805,0.018618533,-0.0050324956,0.103,-0.13173576,0.0041299686,0.010507367
634,0,7608,1.0208783,0.0009782858,0.08390491,-8.326673e-17,-0.008533806,0.103,0.0,0.0,0.005355117,0.987749,0.19900946,0.0051598805,0.018618533,-0.0050324956,0.103,-0.09966582,0.0032562893,0.011297912
634,1,7612,1.0208783,0.0009782858,0.08390491,-8.326673e-17,-0.008533806,0.103,0.0,0.0,0.0055363416,0.987749,0.19900946,0.0051598805,0.018618533,-0.0050324956,0.103,-0.073399164,0.0013616964,0.012607376
634,2,7616,1.0208783,0.0009782858,0.08390491,-8.326673e-17,-0.008533806,0.103,0.0,0.0,0.0053224284,0.987749,0.19900946,0.0051598805,0.018618533,-0.0050324956,0.103,-0.047101326,0.001387041,0.012841964
635,0,7620,1.0208783,0.0009782858,0.08390491,-8.326673e-17,-0.008533806,0.103,0.0,0.0,0.0049989643,0.987749,0.19900946,0.0051598805,0.018618533,-0.0050324956,0.103,-0.022132697,0.0012047454,0.012769809
635,1,7624,1.0208783,0.0009782858,0.08390491,-8.326673e-17,-0.008533806,0.103,0.0,0.0,0.0047374787,0.987749,0.19900946,0.0051598805,0.018618533,-0.0050324956,0.103,-0.00011256139,8.386052e-06,0.012619651
635,2,7628,1.0208783,0.0009782858,0.08390491,-8.326673e-17,-0.008533806,0.103,0.0,0.0,0.0052019246,0.987749,0.19900946,0.0051598805,0.018618533,-0.0050324956,0.103,0.0,0.0,0.014305129
636,0,7632,1.0208783,0.0009782858,0.08390491,-8.326673e-17,-0.008533806,0.103,0.0,0.0,0.0052970406,0.987749,0.19900946,0.0051598805,0.018618533,-0.0050324956,0.103,-0.020754807,0.0005102455,0.015009307
636,1,7636,1.0208783,0.0009782858,0.08390491,-8.326673e-17,-0.008533806,0.103,0.0,0.0,0.005392073,0.987749,0.19900946,0.0051598805,0.018618533,-0.0050324956,0.103,-0.041293647,0.0005911002,0.01542803
636,2,7640,1.0208783,0.0009782858,0.08390491,-8.326673e-17,-0.008533806,0.103,0.0,0.0,0.0054417667,0.987749,0.19900946,0.0051598805,0.018618533,-0.0050324956,0.103,-0.061965678,0.0005279346,0.015524214
637,0,7644,1.0208783,0.0009782858,0.08390491,-8.326673e-17,-0.008533806,0.103,7.741926e-11,0.022,0.0054359464,0.987749,0.19900946,0.0051598805,0.018618533,-0.0050324956,0.103,-0.039513577,0.022705575,0.015324856
637,1,7648,1.0208783,0.0009782858,0.08390491,-8.326673e-17,-0.008533806,0.103,-3.308902e-10,0.044000003,0.005448513,0.987749,0.19900946,0.0051598805,0.018618533,-0.0050324956,0.103,-0.017513577,0.044705577,0.015197767
637,2,7652,1.0208783,0.0009782858,0.08390491,-8.326673e-17,-0.008533806,0.103,2.3661936e-10,0.066,0.0054915724,0.987749,0.19900946,0.0051598805,0.018618533,-0.0050324956,0.103,-1.4573681e-10,0.06670558,0.015229022
638,0,7656,1.0208783,0.0009782858,0.08390491,-8.326673e-17,-0.008533806,0.103,3.0704417e-10,0.08800001,0.0055339164,0.987749,0.19900946,0.0051598805,0.018618533,-0.0050324956,0.103,-1.0029987e-10,0.088705584,0.015262583
638,1,7660,1.0208783,0.0009782858,0.08390491,-8.326673e-17,-0.008533806,0.103,0.0,0.11000001,0.0,0.987749,0.19900946,0.0051598805,0.018618533,-0.0050324956,0.103,0.0,0.110705584,0.0
638,2,7664,1.0208783,0.0009782858,0.08390491,-8.326673e-17,-0.008533806,0.103,0.0,0.13200001,0.0,0.987749,0.19900946,0.0051598805,0.018618533,-0.0050324956,0.103,0.0,0.13270558,0.0
639,0,7668,1.0208783,0.0009782858,0.08390491,-8.326673e-17,-0.008533806,0.103,0.0,0.11000001,0.0,0.987749,0.19900946,0.0051598805,0.018618533,-0.0050324956,0.103,-0.022,0.15470558,0.0
639,1,7672,1.0208783,0.0009782858,0.08390491,-8.326673e-17,-0.008533806,0.103,0.0,0.08800001,0.0,0.987749,0.19900946,0.0051598805,0.018618533,-0.0050324956,0.103,-0.044,0.17670558,0.0
639,2,7676,1.0208783,0.0009782858,0.08390491,-8.326673e-17,-0.008533806,0.103,0.0,0.06600001,0.0,0.987749,0.19900946,0.0051598805,0.018618533,-0.0050324956,0.103,-0.066,0.19870558,0.0
640,0,7680,1.0208783,0.0009782858,0.08390491,-8.326673e-17,-0.008533806,0.103,0.0,0.044000007,0.0,0.987749,0.19900946,0.0051598805,0.018618533,-0.0050324956,0.103,-0.088,0.17670558,0.0
640,1,7684,1.0208783,0.0009782858,0.08390491,-8.326673e-17,-0.008533806,0.103,0.0,0.022000007,0.0,0.987749,0.19900946,0.0051598805,0.018618533,-0.0050324956,0.103,-0.11,0.15470558,0.0
640,2,7688,1.0208783,0.0009782858,0.08390491,-8.326673e-17,-0.008533806,0.103,0.0,6.7940005e-09,0.0,0.987749,0.19900946,0.0051598805,0.018618533,-0.0050324956,0.103,-0.132,0.13270558,0.0
641,0,7692,1.0208783,0.0009782858,0.08390491,-8.326673e-17,-0.008533806,0.103,0.0,-0.021999992,0.0,0.987749,0.19900946,0.0051598805,0.018618533,-0.0050324956,0.103,-0.11,0.110705584,0.0
641,1,7696,1.0208783,0.0009782858,0.08390491,-8.326673e-17,-0.008533806,0.103,0.0,-0.043999992,0.0,0.987749,0.19900946,0.0051598805,0.018618533,-0.0050324956,0.103,-0.088,0.088705584,0.0
641,2,7700,1.0208783,0.0009782858,0.08390491,-8.326673e-17,-0.008533806,0.103,0.0,-0.06599999,0.0,0.987749,0.19900946,0.0051598805,0.018618533,-0.0050324956,0.103,-0.066,0.066705585,0.0
642,0,7704,1.0208783,0.0009782858,0.08390491,-8.326673e-17,-0.008533806,0.103,0.0,-0.08799999,0.0,0.987749,0.19900946,0.0051598805,0.018618533,-0.0050324956,0.103,-0.044,0.088705584,0.0
642,1,7708,1.0208783,0.0009782858,0.08390491,-8.326673e-17,-0.008533806,0.103,0.0,-0.10999999,0.0,0.987749,0.19900946,0.0051598805,0.018618533,-0.0050324956,0.103,-0.022,0.110705584,0.0
642,2,7712,1.0208783,0.0009782858,0.08390491,-8.326673e-17,-0.008533806,0.103,0.0,-0.132,0.0,0.987749,0.19900946,0.0051598805,0.018618533,-0.0050324956,0.103,0.0,0.13270558,0.0
643,0,7716,1.0208783,0.0009782858,0.08390491,-8.326673e-17,-0.008533806,0.103,0.0,-0.154,0.0,0.987749,0.19900946,0.0051598805,0.018618533,-0.0050324956,0.103,0.0,0.110705584,0.0
643,1,7720,1.0208783,0.0009782858,0.08390491,-8.326673e-17,-0.008533806,0.103,0.0,-0.176,0.0,0.987749,0.19900946,0.0051598805,0.018618533,-0.0050324956,0.103,0.0,0.088705584,0.0
643,2,7724,1.0208783,0.0009782858,0.08390491,-8.326673e-17,-0.008533806,0.103,0.0,-0.198,0.0,0.987749,0.19900946,0.0051598805,0.018618533,-0.0050324956,0.103,0.0,0.066705585,0.0
644,0,7728,1.0208783,0.0009782858,0.08390491,-8.326673e-17,-0.008533806,0.103,0.0,-0.22,0.0,0.987749,0.19900946,0.0051598805,0.018618533,-0.0050324956,0.103,0.0,0.088705584,0.0
644,1,7732,1.0208783,0.0009782858,0.08390491,-8.326673e-17,-0.008533806,0.103,0.0,-0.242,0.0,0.987749,0.19900946,0.0051598805,0.018618533,-0.0050324956,0.103,0.0,0.110705584,0.0
644,2,7736,1.0208783,0.0009782858,0.08390491,-8.326673e-17,-0.008533806,0.103,0.0,-0.264,0.0,0.987749,0.19900946,0.0051598805,0.018618533,-0.0050324956,0.103,0.0,0.13270558,0.0
645,0,7740,1.0208783,0.0009782858,0.08390491,-8.326673e-17,-0.008533806,0.103,0.0,-0.28599998,0.0,0.987749,0.19900946,0.0051598805,0.018618533,-0.0050324956,0.103,0.0,0.15470558,0.0
645,1,7744,1.0208783,0.0009782858,0.08390491,-8.326673e-17,-0.008533806,0.103,0.0,-0.308,0.0,0.987749,0.19900946,0.0051598805,0.018618533,-0.0050324956,0.103,0.0,0.17670558,0.0
645,2,7748,1.0208783,0.0009782858,0.08390491,-8.326673e-17,-0.008533806,0.103,0.0,-0.32999998,0.0,0.987749,0.19900946,0.0051598805,0.018618533,-0.0050324956,0.103,0.0,0.19870558,0.0
646,0,7752,1.0208783,0.0009782858,0.08390491,-8.326673e-17,-0.008533806,0.103,0.0,-0.352,0.0,0.987749,0.19900946,0.0051598805,0.018618533,-0.0050324956,0.103,0.0,0.22070558,0.0
646,1,7756,1.0208783,0.0009782858,0.08390491,-8.326673e-17,-0.008533806,0.103,0.0,-0.37399998,0.0,0.987749,0.19900946,0.0051598805,0.018618533,-0.0050324956,0.103,0.0,0.24270558,0.0
646,2,7760,1.0208783,0.0009782858,0.08390491,-8.326673e-17,-0.008533806,0.103,0.0,-0.396,0.0,0.987749,0.19900946,0.0051598805,0.018618533,-0.0050324956,0.103,0.0,0.2647056,0.0
647,0,7764,1.0208783,0.0009782858,0.08390491,-8.326673e-17,-0.008533806,0.103,0.0,-0.41799998,0.0,0.987749,0.19900946,0.0051598805,0.018618533,-0.0050324956,0.103,0.0,0.28670558,0.0
647,1,7768,1.0208783,0.0009782858,0.08390491,-8.326673e-17,-0.008533806,0.103,0.0,-0.44,0.0,0.987749,0.19900946,0.0051598805,0.018618533,-0.0050324956,0.103,0.0,0.3087056,0.0
647,2,7772,1.0208783,0.0009782858,0.08390491,-8.326673e-17,-0.008533806,0.103,0.0,-0.46199998,0.0,0.987749,0.19900946,0.0051598805,0.018618533,-0.0050324956,0.103,0.0,0.33070558,0.0
648,0,7776,1.0208783,0.0009782858,0.08390491,-8.326673e-17,-0.008533806,0.103,0.0,-0.484,0.0,0.987749,0.19900946,0.0051598805,0.018618533,-0.0050324956,0.103,0.0,0.3527056,0.0
648,1,7780,1.0208783,0.0009782858,0.08390491,-8.326673e-17,-0.008533806,0.103,0.0,-0.506,0.0,0.987749,0.19900946,0.0051598805,0.018618533,-0.0050324956,0.103,0.0,0.37470558,0.0
648,2,7784,1.0208783,0.0009782858,0.08390491,-8.326673e-17,-0.008533806,0.103,0.0,-0.528,0.0,0.987749,0.19900946,0.0051598805,0.018618533,-0.0050324956,0.103,0.0,0.3967056,0.0
649,0,7788,1.0208783,0.0009782858,0.08390491,-8.326673e-17,-0.008533806,0.103,0.0,-0.506,0.0,0.987749,0.19900946,0.0051598805,0.018618533,-0.0050324956,0.103,-0.022,0.41870558,0.0
649,1,7792,1.0208783,0.0009782858,0.08390491,-8.326673e-17,-0.008533806,0.103,0.0,-0.484,0.0,0.987749,0.19900946,0.0051598805,0.018618533,-0.0050324956,0.103,-0.044,0.4407056,0.0
649,2,7796,1.0208783,0.0009782858,0.08390491,-8.326673e-17,-0.008533806,0.103,0.0,-0.46199998,0.0,0.987749,0.19900946,0.0051598805,0.018618533,-0.0050324956,0.103,-0.066,0.46270558,0.0
650,0,7800,1.0208783,0.0009782858,0.08390491,-8.326673e-17,-0.008533806,0.103,0.0,-0.44,0.0,0.987749,0.19900946,0.0051598805,0.018618533,-0.0050324956,0.103,-0.044,0.4407056,0.0
650,1,7804,1.0208783,0.0009782858,0.08390491,-8.326673e-17,-0.008533806,0.103,0.0,-0.41799998,0.0,0.987749,0.19900946,0.0051598805,0.018618533,-0.0050324956,0.103,-0.022,0.41870558,0.0
650,2,7808,1.0208783,0.0009782858,0.08390491,-8.326673e-17,-0.008533806,0.103,0.0,-0.396,0.0,0.987749,0.19900946,0.0051598805,0.018618533,-0.0050324956,0.103,0.0,0.3967056,0.0
651,0,7812,1.0208783,0.0009782858,0.08390491,-8.326673e-17,-0.008533806,0.103,0.0,-0.37399998,0.0,0.987749,0.19900946,0.0051598805,0.018618533,-0.0050324956,0.103,0.0,0.37470558,0.0
651,1,7816,1.0208783,0.0009782858,0.08390491,-8.326673e-17,-0.008533806,0.103,0.0,-0.352,0.0,0.987749,0.19900946,0.0051598805,0.018618533,-0.0050324956,0.103,0.0,0.3527056,0.0
651,2,7820,1.0208783,0.0009782858,0.08390491,-8.326673e-17,-0.008533806,0.103,0.0,-0.32999998,0.0,0.987749,0.19900946,0.0051598805,0.018618533,-0.0050324956,0.103,0.0,0.33070558,0.0
652,0,7824,1.0208783,0.0009782858,0.08390491,-8.326673e-17,-0.008533806,0.103,0.0,-0.308,0.0,0.987749,0.19900946,0.0051598805,0.018618533,-0.0050324956,0.103,0.0,0.3087056,0.0
652,1,7828,1.0208783,0.0009782858,0.08390491,-8.326673e-17,-0.008533806,0.103,0.0,-0.28599998,0.0,0.987749,0.19900946,0.0051598805,0.018618533,-0.0050324956,0.103,0.0,0.28670558,0.0
652,2,7832,1.0208783,0.0009782858,0.08390491,-8.326673e-17,-0.008533806,0.103,0.0,-0.264,0.0,0.987749,0.19900946,0.0051598805,0.018618533,-0.0050324956,0.103,0.0,0.2647056,0.0
653,0,7836,1.0208783,0.0009782858,0.08390491,-8.326673e-17,-0.008533806,0.103,0.0,-0.242,0.0,0.987749,0.19900946,0.0051598805,0.018618533,-0.0050324956,0.103,0.022,0.24270558,0.0
653,1,7840,1.0208783,0.0009782858,0.08390491,-8.326673e-17,-0.008533806,0.103,0.0,-0.22,0.0,0.987749,0.19900946,0.0051598805,0.018618533,-0.0050324956,0.103,0.044,0.22070558,0.0
653,2,7844,1.0208783,0.0009782858,0.08390491,-8.326673e-17,-0.008533806,0.103,0.0,-0.198,0.0,0.987749,0.19900946,0.0051598805,0.018618533,-0.0050324956,0.103,0.066,0.19870558,0.0
654,0,7848,1.0208783,0.0009782858,0.08390491,-8.326673e-17,-0.008533806,0.103,0.0,-0.176,0.0,0.987749,0.19900946,0.0051598805,0.018618533,-0.0050324956,0.103,0.088,0.17670558,0.0
654,1,7852,1.0208783,0.0009782858,0.08390491,-8.326673e-17,-0.008533806,0.103,0.0,-0.154,0.0,0.987749,0.19900946,0.0051598805,0.018618533,-0.0050324956,0.103,0.11,0.15470558,0.0
654,2,7856,1.0208783,0.0009782858,0.08390491,-8.326673e-17,-0.008533806,0.103,0.0,-0.132,0.0,0.987749,0.19900946,0.0051598805,0.018618533,-0.0050324956,0.103,0.132,0.13270558,0.0
655,0,7860,1.0208783,0.0009782858,0.08390491,-8.326673e-17,-0.008533806,0.103,0.0,-0.10999999,0.0,0.987749,0.19900946,0.0051598805,0.018618533,-0.0050324956,0.103,0.154,0.110705584,0.0
655,1,7864,1.0208783,0.0009782858,0.08390491,-8.326673e-17,-0.008533806,0.103,0.0,-0.08799999,0.0,0.987749,0.19900946,0.0051598805,0.018618533,-0.0050324956,0.103,0.176,0.088705584,0.0
655,2,7868,1.0208783,0.0009782858,0.08390491,-8.326673e-17,-0.008533806,0.103,0.0,-0.06599999,0.0,0.987749,0.19900946,0.0051598805,0.018618533,-0.0050324956,0.103,0.198,0.066705585,0.0
656,0,7872,1.0208783,0.0009782858,0.08390491,-8.326673e-17,-0.008533806,0.103,0.0,-0.043999992,0.0,0.987749,0.19900946,0.0051598805,0.018618533,-0.0050324956,0.103,0.22,0.044705585,0.0
656,1,7876,1.0208783,0.0009782858,0.08390491,-8.326673e-17,-0.008533806,0.103,0.0,-0.021999992,0.0,0.987749,0.19900946,0.0051598805,0.018618533,-0.0050324956,0.103,0.242,0.022705583,0.0
656,2,7880,1.0208783,0.0009782858,0.08390491,-8.326673e-17,-0.008533806,0.103,0.0,6.7940005e-09,0.0,0.987749,0.19900946,0.0051598805,0.018618533,-0.0050324956,0.103,0.264,0.00070558384,0.0
657,0,7884,1.0208783,0.0009782858,0.08390491,-8.326673e-17,-0.008533806,0.103,0.0,0.022000007,0.0,0.987749,0.19900946,0.0051598805,0.018618533,-0.0050324956,0.103,0.286,0.0,0.0
657,1,7888,1.0208783,0.0009782858,0.08390491,-8.326673e-17,-0.008533806,0.103,0.0,0.044000007,0.0,0.987749,0.19900946,0.0051598805,0.018618533,-0.0050324956,0.103,0.308,0.0,0.0
657,2,7892,1.0208783,0.0009782858,0.08390491,-8.326673e-17,-0.008533806,0.103,0.0,0.06600001,0.0,0.987749,0.19900946,0.0051598805,0.018618533,-0.0050324956,0.103,0.33,0.0,0.0
658,0,7896,1.0208783,0.0009782858,0.08390491,-8.326673e-17,-0.008533806,0.103,0.0,0.08800001,0.0,0.987749,0.19900946,0.0051598805,0.018618533,-0.0050324956,0.103,0.352,-0.022,0.0
658,1,7900,1.0208783,0.0009782858,0.08390491,-8.326673e-17,-0.008533806,0.103,0.0,0.11000001,0.0,0.987749,0.19900946,0.0051598805,0.018618533,-0.0050324956,0.103,0.374,-0.044,0.0
658,2,7904,1.0208783,0.0009782858,0.08390491,-8.326673e-17,-0.008533806,0.103,0.0,0.13200001,0.0,0.987749,0.19900946,0.0051598805,0.018618533,-0.0050324956,0.103,0.396,-0.066,0.0
659,0,7908,1.0208783,0.0009782858,0.08390491,-8.326673e-17,-0.008533806,0.103,0.0,0.15400001,0.0,0.987749,0.19900946,0.0051598805,0.018618533,-0.0050324956,0.103,0.374,-0.088,0.0
659,1,7912,1.0208783,0.0009782858,0.08390491,-8.326673e-17,-0.008533806,0.103,0.0,0.17600001,0.0,0.987749,0.19900946,0.0051598805,0.018618533,-0.0050324956,0.103,0.352,-0.11,0.0
659,2,7916,1.0208783,0.0009782858,0.08390491,-8.326673e-17,-0.008533806,0.103,0.0,0.19800001,0.0,0.987749,0.19900946,0.0051598805,0.018618533,-0.0050324956,0.103,0.33,-0.132,0.0
660,0,7920,1.0208783,0.0009782858,0.08390491,-8.326673e-17,-0.008533806,0.103,0.0,0.22000001,0.0,0.987749,0.19900946,0.0051598805,0.018618533,-0.0050324956,0.103,0.308,-0.154,0.0
660,1,7924,1.0208783,0.0009782858,0.08390491,-8.326673e-17,-0.008533806,0.103,0.0,0.24200001,0.0,0.987749,0.19900946,0.0051598805,0.018618533,-0.0050324956,0.103,0.286,-0.176,0.0
660,2,7928,1.0208783,0.0009782858,0.08390491,-8.326673e-17,-0.008533806,0.103,0.0,0.264,0.0,0.987749,0.19900946,0.0051598805,0.018618533,-0.0050324956,0.103,0.264,-0.198,0.0
661,0,7932,1.0208783,0.0009782858,0.08390491,-8.326673e-17,-0.008533806,0.103,0.0,0.286,0.0,0.987749,0.19900946,0.0051598805,0.018618533,-0.0050324956,0.103,0.242,-0.22,0.0
661,1,7936,1.0208783,0.0009782858,0.08390491,-8.326673e-17,-0.008533806,0.103,0.0,0.308,0.0,0.987749,0.19900946,0.0051598805,0.018618533,-0.0050324956,0.103,0.22,-0.242,0.0
661,2,7940,1.0208783,0.0009782858,0.08390491,-8.326673e-17,-0.008533806,0.103,0.0,0.33,0.0,0.987749,0.19900946,0.0051598805,0.018618533,-0.0050324956,0.103,0.198,-0.264,0.0
662,0,7944,1.0208783,0.0009782858,0.08390491,-8.326673e-17,-0.008533806,0.103,0.0,0.352,0.0,0.987749,0.19900946,0.0051598805,0.018618533,-0.0050324956,0.103,0.176,-0.242,0.0
662,1,7948,1.0208783,0.0009782858,0.08390491,-8.326673e-17,-0.008533806,0.103,0.0,0.374,0.0,0.987749,0.19900946,0.0051598805,0.018618533,-0.0050324956,0.103,0.154,-0.22,0.0
662,2,7952,1.0208783,0.0009782858,0.08390491,-8.326673e-17,-0.008533806,0.103,0.0,0.396,0.0,0.987749,0.19900946,0.0051598805,0.018618533,-0.0050324956,0.103,0.132,-0.198,0.0
663,0,7956,1.0208783,0.0009782858,0.08390491,-8.326673e-17,-0.008533806,0.103,0.0,0.418,0.0,0.987749,0.19900946,0.0051598805,0.018618533,-0.0050324956,0.103,0.11,-0.176,0.0
663,1,7960,1.0208783,0.0009782858,0.08390491,-8.326673e-17,-0.008533806,0.103,0.0,0.44,0.0,0.987749,0.19900946,0.0051598805,0.018618533,-0.0050324956,0.103,0.088,-0.154,0.0
663,2,7964,1.0208783,0.0009782858,0.08390491,-8.326673e-17,-0.008533806,0.103,0.0,0.462,0.0,0.987749,0.19900946,0.0051598805,0.018618533,-0.0050324956,0.103,0.066,-0.132,0.0
664,0,7968,1.0208783,0.0009782858,0.08390491,-8.326673e-17,-0.008533806,0.103,0.0,0.44,0.0,0.987749,0.19900946,0.0051598805,0.018618533,-0.0050324956,0.103,0.044,-0.11,0.0
664,1,7972,1.0208783,0.0009782858,0.08390491,-8.326673e-17,-0.008533806,0.103,0.0,0.418,0.0,0.987749,0.19900946,0.0051598805,0.018618533,-0.0050324956,0.103,0.022,-0.088,0.0
664,2,7976,1.0208783,0.0009782858,0.08390491,-8.326673e-17,-0.008533806,0.103,0.0,0.396,0.0,0.987749,0.19900946,0.0051598805,0.018618533,-0.0050324956,0.103,0.0,-0.066,0.0
665,0,7980,1.0208783,0.0009782858,0.08390491,-8.326673e-17,-0.008533806,0.103,0.0,0.374,0.0,0.987749,0.19900946,0.0051598805,0.018618533,-0.0050324956,0.103,-0.022,-0.088,0.0
665,1,7984,1.0208783,0.0009782858,0.08390491,-8.326673e-17,-0.008533806,0.103,0.0,0.352,0.0,0.987749,0.19900946,0.0051598805,0.018618533,-0.0050324956,0.103,-0.044,-0.11,0.0
665,2,7988,1.0208783,0.0009782858,0.08390491,-8.326673e-17,-0.008533806,0.103,0.0,0.33,0.0,0.987749,0.19900946,0.0051598805,0.018618533,-0.0050324956,0.103,-0.066,-0.132,0.0
666,0,7992,1.0208783,0.0009782858,0.08390491,-8.326673e-17,-0.008533806,0.103,0.0,0.308,0.0,0.987749,0.19900946,0.0051598805,0.018618533,-0.0050324956,0.103,-0.088,-0.154,0.0
666,1,7996,1.0208783,0.0009782858,0.08390491,-8.326673e-17,-0.008533806,0.103,0.0,0.286,0.0,0.987749,0.19900946,0.0051598805,0.018618533,-0.0050324956,0.103,-0.11,-0.176,0.0
666,2,8000,1.0208783,0.0009782858,0.08390491,-8.326673e-17,-0.008533806,0.103,0.0,0.264,0.0,0.987749,0.19900946,0.0051598805,0.018618533,-0.0050324956,0.103,-0.132,-0.198,0.0
667,0,8004,1.0208783,0.0009782858,0.08390491,-8.326673e-17,-0.008533806,0.103,0.0,0.24200001,0.0,0.987749,0.19900946,0.0051598805,0.018618533,-0.0050324956,0.103,-0.154,-0.176,0.0
667,1,8008,1.0208783,0.0009782858,0.08390491,-8.326673e-17,-0.008533806,0.103,0.0,0.22000001,0.0,0.987749,0.19900946,0.0051598805,0.018618533,-0.0050324956,0.103,-0.176,-0.154,0.0
667,2,8012,1.0208783,0.0009782858,0.08390491,-8.326673e-17,-0.008533806,0.103,0.0,0.19800001,0.0,0.987749,0.19900946,0.0051598805,0.018618533,-0.0050324956,0.103,-0.198,-0.132,0.0
668,0,8016,1.0208783,0.0009782858,0.08390491,-8.326673e-17,-0.008533806,0.103,0.0,0.17600001,0.0,0.987749,0.19900946,0.0051598805,0.018618533,-0.0050324956,0.103,-0.176,-0.154,0.0
668,1,8020,1.0208783,0.0009782858,0.08390491,-8.326673e-17,-0.008533806,0.103,0.0,0.15400001,0.0,0.987749,0.19900946,0.0051598805,0.018618533,-0.0050324956,0.103,-0.154,-0.176,0.0
668,2,8024,1.0208783,0.0009782858,0.08390491,-8.326673e-17,-0.008533806,0.103,0.0,0.13200001,0.0,0.987749,0.19900946,0.0051598805,0.018618533,-0.0050324956,0.103,-0.132,-0.198,0.0
669,0,8028,1.0208783,0.0009782858,0.08390491,-8.326673e-17,-0.008533806,0.103,0.0,0.11000001,0.07333333,0.987749,0.19900946,0.0051598805,0.018618533,-0.0050324956,0.103,-0.11,-0.22,0.0
669,1,8032,1.0208783,0.0009782858,0.08390491,-8.326673e-17,-0.008533806,0.103,0.0,0.08800001,0.14666666,0.987749,0.19900946,0.0051598805,0.018618533,-0.0050324956,0.103,-0.088,-0.242,0.0
669,2,8036,1.0208783,0.0009782858,0.08390491,-8.326673e-17,-0.008533806,0.103,0.0,0.06600001,0.22,0.987749,0.19900946,0.0051598805,0.018618533,-0.0050324956,0.103,-0.066,-0.264,0.0
670,0,8040,1.0208783,0.0009782858,0.08390491,-8.326673e-17,-0.008533806,0.103,0.0,0.044000007,0.29333332,0.987749,0.19900946,0.0051598805,0.018618533,-0.0050324956,0.103,-0.044,-0.286,0.0
670,1,8044,1.0208783,0.0009782858,0.08390491,-8.326673e-17,-0.008533806,0.103,0.0,0.022000007,0.36666667,0.987749,0.19900946,0.0051598805,0.018618533,-0.0050324956,0.103,-0.022,-0.308,0.0
670,2,8048,1.0208783,0.0009782858,0.08390491,-8.326673e-17,-0.008533806,0.103,0.0,6.7940005e-09,0.44,0.987749,0.19900946,0.0051598805,0.018618533,-0.0050324956,0.103,0.0,-0.33,0.0
671,0,8052,1.0208783,0.0009782858,0.08390491,-8.326673e-17,-0.008533806,0.103,0.022,0.0,0.36666667,0.987749,0.19900946,0.0051598805,0.018618533,-0.0050324956,0.103,0.0,-0.308,0.0
671,1,8056,1.0208783,0.0009782858,0.08390491,-8.326673e-17,-0.008533806,0.103,0.044,0.0,0.29333332,0.987749,0.19900946,0.0051598805,0.018618533,-0.0050324956,0.103,0.0,-0.286,0.0
671,2,8060,1.0208783,0.0009782858,0.08390491,-8.326673e-17,-0.008533806,0.103,0.066,0.0,0.22,0.987749,0.19900946,0.0051598805,0.018618533,-0.0050324956,0.103,0.0,-0.264,0.0
672,0,8064,1.0208783,0.0009782858,0.08390491,-8.326673e-17,-0.008533806,0.103,0.088,0.0,0.14666666,0.987749,0.19900946,0.0051598805,0.018618533,-0.0050324956,0.103,0.0,-0.242,0.0
672,1,8068,1.0208783,0.0009782858,0.08390491,-8.326673e-17,-0.008533806,0.103,0.11,0.0,0.07333333,0.987749,0.19900946,0.0051598805,0.018618533,-0.0050324956,0.103,0.0,-0.22,0.0
672,2,8072,1.0208783,0.0009782858,0.08390491,-8.326673e-17,-0.008533806,0.103,0.132,0.0,0.0,0.987749,0.19900946,0.0051598805,0.018618533,-0.0050324956,0.103,0.0,-0.198,0.0
673,0,8076,1.0208783,0.0009782858,0.08390491,-8.326673e-17,-0.008533806,0.103,0.154,0.0,0.0,0.987749,0.19900946,0.0051598805,0.018618533,-0.0050324956,0.103,0.0,-0.176,0.0
